#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
90,"Joutsenlaulu","Jussi Hakulinen, Yö",41,117,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Nuorallatanssija / ...Ja Tapahtui Niinä Päivinä",1984-01-01,05:27,48,79,34,0,63,0,20,-5,F#/G♭ minor,4,2025-08-31,182ZDAzcbyaKm6jIAzSP9a,"POKO",11A,FIUNP8400206
91,"Täällä Pohjantähden alla","Petri Laaksonen",37,67,"iskelmä, finnish pop","Pop, Traditional Music","Täällä Pohjantähden alla",1994-09-23,02:55,41,33,62,0,31,0,20,-12,E minor,4,2025-08-31,38icwT38TQo8eoPKUkbW8A,"WEA",9A,FIFIN9400142
92,"Jos mä oisin sä","Cheek",47,110,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Jare Henrik Tiihonen",2009-01-01,03:51,83,87,3,0,60,0,0,-4,D minor,4,2025-08-31,6uBcw2MchWyFV58Bv9Ctr5,"Universal Music Oy",7A,FI5RR0900003
93,"Tempo","BESS",38,128,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","BESS",2019-11-22,03:13,96,75,22,56,77,0,0,-5,G minor,4,2025-08-31,503NIPNA6wDfOsk6lZKOXi,"Universal Music Oy",6A,FIUM71700206
94,"Kaikki Peliin - Originaali","Fintelligens",40,97,"finnish hip hop, finnish pop","Hip Hop, Pop","Nää Vuodet 1997 - 2003",2004-09-17,03:47,78,73,14,0,63,20,10,-5,F#/G♭,4,2025-08-31,7Ikkn3YiAQfoXBHO3fP9eB,"Columbia",2B,FISMC0300004
95,"Rahan takii","Antti Tuisku",26,124,"finnish pop, iskelmä","Pop, Traditional Music","Rahan takii",2017-02-27,03:27,75,78,1,0,82,0,20,-4,G minor,4,2025-08-31,4UDDfd77rlXmNjgW1NKhWq,"WM Finland",6A,FIWMA1700026
96,"Kran Turismo (feat. Raappana)","JVG, Raappana",0,98,"finnish hip hop, finnish pop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Kran Turismo (feat. Raappana)",2012-05-14,03:22,83,71,8,0,92,10,0,-6,G#/A♭,4,2025-08-31,4YoWIt43SrDOMMq50ywlX4,"Monsp",4B,FIMRR1200126
97,"Imus","Gasellit",45,124,"finnish hip hop, finnish pop","Hip Hop, Pop","Veli",2017-04-21,03:46,78,77,1,0,46,10,10,-6,C♯/D♭,4,2025-08-31,0xU0O3fzfb1HCnd6nsVxQL,"Universal Music Oy",3B,FIUM71700027
98,"Madafakin darra (feat. Ida Paul)","Roope Salminen & Koirat, Ida Paul",37,160,"finnish pop, finnish hip hop, iskelmä","Hip Hop, Pop, Traditional Music","Madafakin levy",2016-03-04,03:04,66,89,0,0,92,10,0,-5,B minor,4,2025-08-31,19IqC66BdlmBDGOtk2yYBA,"WM Finland",10A,FIWMA1500170
99,"Reggaerekka (feat. Petri Nygård)","Lord Est, Petri Nygård",42,125,"finnish hip hop, finnish pop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Lestin ruudeimmat",2012-05-14,03:56,84,73,3,0,77,10,0,-7,A#/B♭,4,2025-08-31,4sYFG8Rz3TDYucZgGbtqSY,"WM Finland",6B,FIHY11000083
100,"Cicciolina","Erika Vikman",35,131,"finnish pop, iskelmä","Pop, Traditional Music","Cicciolina",2020-01-27,02:58,66,92,18,0,81,0,60,-4,B minor,4,2025-08-31,1BrCg5ZARTc16Y8jg8yZvg,"WM Finland",10A,FIWMA2000012
101,"1972","Anssi Kela",43,154,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suuria Kuvioita",2003-08-29,04:08,55,59,3,0,56,0,10,-7,D#/E♭,4,2025-08-31,7BkWKIEQYvABzJiSb5O6ZN,"RCA Records Label",5B,FIBAR0300179
102,"Hengaillaan","Kirka",39,126,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Hengaillaan",1984-01-23,02:40,73,69,15,0,96,0,30,-11,F#/G♭,4,2025-08-31,1yd8Y1K3dtaeq4T6y87Lun,"Columbia",2B,FISMC8400017
103,"Tänään Lähtee","Elokuu",0,190,"finnish pop, iskelmä, finnish hip hop, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Pöytä On Katettu",2013-05-24,03:12,66,68,9,0,68,20,0,-5,C♯/D♭ minor,4,2025-08-31,31CaGvYMDJ81ooE1AY8NbO,"OY EMI Finland AB",12A,FIEFE1300008
104,"Kohta sataa","Pete Parkkonen",30,114,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","PETE",2018-11-23,03:43,65,69,7,0,20,10,30,-7,B minor,4,2025-08-31,4kGhbFHHzx9Hh2CuDnujNg,"WM Finland",10A,FIWMA1600352
105,"Amatimies","JVG",42,116,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Amatimies / Viikonloppu",2022-04-29,02:01,87,69,7,0,59,10,30,-4,G,4,2025-08-31,3UTyIQpogsEpo9IIY5wLS5,"WM Finland",9B,FIWMA2200079
106,"Villieläin","Ramses II",45,116,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","Villieläin",2021-06-04,03:38,93,50,9,0,94,0,10,-8,G#/A♭ minor,4,2025-08-31,0hR9rAzfwW8EuutTXdSzuF,"WM Finland",1A,QZHN62194180
107,"Suoraan sydämeen","Karri Koira",35,120,"finnish hip hop, finnish pop","Hip Hop, Pop","Aina ja aina",2024-05-24,03:32,82,66,5,0,92,0,0,-8,C♯/D♭,4,2025-08-31,50kCa8BlCZMDAvIZfaO6y9,"Koira Inc.",3B,FIACQ2300006
108,"BLONDINA","ibe",45,88,"finnish hip hop, finnish pop","Hip Hop, Pop","RÄPPÄRI",2023-11-03,03:00,71,75,16,0,71,0,10,-4,C minor,4,2025-08-31,3Fq0id1BFWX3GoCeWdNh53,"Skorpioni",5A,FIS202300034
109,"Tornado","Evelina",35,184,"finnish pop, finnish hip hop, iskelmä","Hip Hop, Pop, Traditional Music","SOS",2019-02-22,03:37,61,84,25,0,57,10,10,-4,A#/B♭ minor,4,2025-08-31,1f81cVW5PGG16LPs2B0Dk2,"Universal Music Oy",3A,FIUM71700352
110,"Ram pam pam","BESS",42,140,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","KÄDET YLÖS",2023-04-13,02:59,70,91,1,0,93,0,0,-6,E minor,4,2025-08-31,3HkGWngSgieI9DdklKeFkt,"Universal Music Oy",9A,FIUM72100357
111,"Poikkeus sääntöön","Aste",40,123,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Surullisiilauluja",2009-06-01,03:03,70,86,1,0,68,0,30,-5,F minor,4,2025-08-31,0xKwspALAVMED8bZhWNNW4,"WEA",4A,FIWMA0900132
112,"Lintu","Anna Eriksson",38,115,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Sinusta sinuun",2005-01-01,03:17,66,82,7,0,88,0,10,-6,D minor,4,2025-08-31,41VUtDW8KZcnc4KKcdTCqM,"Universal Music Oy",7A,FIUM70500047
113,"Viina, terva & hauta","Viikate",41,157,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kuu Kaakon Yllä (Kultapainos)",2009-00-00,04:02,42,96,0,18,46,0,20,-4,B minor,4,2025-08-31,50QnbcOAngyT22CC3xGLEj,"Spin-Farm Oy",10A,FIUM70900475
114,"Are You Dead Yet?","Children Of Bodom",0,96,"melodic death metal, metal, death metal","Metal","Are You Dead Yet?",2005-01-01,03:54,46,96,0,14,42,0,30,-3,G#/A♭,4,2025-08-31,2T2vudIHfVMA5ychWTU3KA,"Spinefarm",4B,FISFS0500157
115,"Kadonneet kolme sanaa","Stam1na",40,130,"finnish rock","Rock","Stam1na",2005-01-10,03:42,45,82,0,92,35,0,30,-8,D,4,2025-08-31,3mrCVBnj3LOOKZLlRoj2MT,"Sakara Records",10B,FI5ST0500034
116,"Kuu saa valtansa auringolta","Mokoma",39,82,"finnish rock, finnish pop, thrash metal","Pop, Rock, Metal","Kuoleman laulukunnaat",2006-02-26,04:19,43,79,0,4,36,0,10,-4,B minor,4,2025-08-31,20AO3UK0KBrfLr2rxxxXrQ,"Sakara Records",10A,FI5ST0600003
117,"Taivas lyö tulta","Teräsbetoni",40,116,"finnish rock, finnish pop, power metal","Pop, Rock, Metal","Metallitotuus",2005-04-06,03:23,61,93,0,0,36,0,10,-4,G,4,2025-08-31,1Cyn1nSRXP4xpKP3b6hvU7,"WM Finland",9B,FIWMA0500002
118,"Vihko","Turmion Kätilöt",41,80,"industrial metal, finnish rock, industrial, industrial rock","Rock, Metal","Dance Panique",2017-03-17,04:48,46,85,0,0,34,0,10,-5,G#/A♭,4,2025-08-31,5DIhzU9BYO1vrpPFhRpH6O,"Osasto-A",4B,FIOA81700005
119,"Lumessakahlaajat","Timo Rautiainen & Trio Niskalaukaus",0,96,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Tilinteon Hetki",2004-04-16,04:40,53,67,0,47,25,0,20,-6,D minor,4,2025-08-31,0pXCUQeJYTAIaQarSqDWZL,"Spin-Farm Oy",7A,FISFR0200072
120,"Killing Me Killing You","Sentenced",40,115,"gothic metal, death metal, melodic death metal, finnish rock, metal, doom metal, gothic rock","Metal, Rock","Killing Me Killing You",1999-05-13,04:15,55,85,0,0,16,0,10,-4,C minor,4,2025-08-31,5ceYVTBWOXrxuwzkrkS4ob,"Century Media",5A,US4E40404606
121,"Backseat","Peer Günt",37,162,"finnish rock, finnish pop","Pop, Rock","Backseat",1986-00-00,04:18,31,91,0,1,22,0,30,-4,A#/B♭,4,2025-08-31,5tmeWfDdanrJNEXofs6WEU,"WEA",6B,FIFME8600002
122,"Amaranth","Nightwish",47,128,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Folk, Metal, Rock","Dark Passion Play (Finnish Limited Edition)",2007-09-26,03:51,56,88,0,0,35,0,0,-4,D minor,4,2025-08-31,1inqHSX0fdCURjwhQ4dw3K,"Spin-Farm Oy",7A,FIUM70700252
123,"I´m Shipping Up To Boston","Children Of Bodom",0,99,"melodic death metal, metal, death metal","Metal","Holiday At Lake Bodom, 15 Years of Wasted Youth",2012-01-01,02:50,33,97,0,48,23,0,10,-3,C,3,2025-08-31,0GdvuRCPThuv4SYVaiw8ca,"Spin-Farm Oy",8B,FIUM71200149
124,"Amongst Stars","Amorphis",0,137,"melodic death metal, folk metal, death metal, progressive metal, gothic metal, metal, doom metal, finnish rock","Metal, Rock, Folk","Queen of Time",2018-05-18,04:50,44,94,0,0,42,0,10,-5,C minor,3,2025-08-31,4NX5FYtxugsZsENtTFoSqu,"Nuclear Blast",5A,DED831800293
125,"Excuse Me While I Kill Myself","Sentenced",40,79,"gothic metal, death metal, melodic death metal, finnish rock, metal, doom metal, gothic rock","Metal, Rock","The Cold White Light",2002-07-13,03:48,45,96,0,1,11,0,10,-5,C minor,4,2025-08-31,5bT4UH0bCJBF1Yul2JukBV,"Century Media",5A,US4E40414606
126,"Muijii stadis","Gettomasa",49,125,"finnish hip hop, finnish pop","Hip Hop, Pop","Diplomaatti",2019-05-24,04:03,86,63,5,2,19,0,10,-7,E minor,4,2025-08-31,2JjDXcC82gp21CV2WxP10k,"PME Records",9A,FIPEB1900001
127,"Pojat on poikii feat. Elastinen & Spekti","Uniikki, Elastinen, Spekti",43,85,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Juokse poika juokse",2009-01-01,04:08,63,77,5,0,26,20,20,-5,F minor,4,2025-08-31,0oCfAmUgts2Lwf4bd7KvdL,"Universal Music Oy",4A,FI5RR0900039
128,"Me ollaan nuoriso","Pikku G",39,102,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Räjähdysvaara",2003-05-23,03:17,86,62,20,0,90,0,10,-7,A minor,4,2025-08-31,5S5RweUSo6AbetkBIKJ128,"WEA",8A,FIWMA0300188
129,"Älä herätä mua unesta","Mikael Gabriel",46,127,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Versus",2015-05-15,03:24,66,68,12,0,35,0,0,-7,C♯/D♭,4,2025-08-31,02RaNOB5CIiXAhgvLE6Xp0,"Universal Music Oy",3B,FIUM71400472
130,"Samma gamla vanliga - Remix","Cledos, ibe, Averagekidluke, A36",47,111,"finnish hip hop, finnish pop, norwegian hip hop","Hip Hop, Pop","Samma gamla vanliga (Remix)",2021-09-10,03:10,93,50,23,0,78,10,0,-11,D,4,2025-08-31,3EfMGeYXw69Saa14torWpK,"WM Sweden",10B,SEPQA2100091
131,"Mikä boogie","Fintelligens",42,113,"finnish hip hop, finnish pop","Hip Hop, Pop","Mun tie tai maantie",2010-01-01,03:12,91,70,3,0,86,10,0,-2,F#/G♭ minor,4,2025-08-31,0TIgM6L2db1fqqgdB8clhI,"Universal Music Oy",11A,FI5RR0900049
132,"Salil eka salil vika","Musta Barbaari",43,100,"finnish hip hop, finnish pop","Hip Hop, Pop","Salil eka salil vika",2013-08-23,03:00,79,91,4,0,77,10,30,-4,B minor,4,2025-08-31,6cOvfwHOhofoLsy99uVOon,"WM Finland",10A,FIMRR1300194
133,"Chillaa Meiä Kanssa","Sere, Em:el, Idän Ihme",27,108,"finnish hip hop, finnish pop","Hip Hop, Pop","Sana Viikonvaihteeksi",2002-01-01,03:55,80,89,31,0,91,10,30,-7,B minor,4,2025-08-31,3pcVDvu8R73PkBJdIDfVIo,"Spinefarm FI",10A,FIUM71300869
134,"LÄSKI! (feat. Kosola & Alamaa)","Solonen, Kosola, Alamaa",28,95,"finnish hip hop","Hip Hop","Harmaanaaman kirous",2009-08-03,04:12,67,85,7,0,66,20,0,-4,F,4,2025-08-31,4HdiwWV0MwwOCJQhB4fBnw,"WM Finland",7B,FIYWC0900010
135,"Kylmästä lämpimään","Jukka Poika",36,90,"finnish pop, finnish hip hop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Kylmästä lämpimään",2010-06-02,04:59,83,62,7,0,77,0,0,-9,E minor,4,2025-08-31,78a1GilIds47oWLIy85gcb,"WM Finland",9A,FIKHY1000071
136,"Puhu äänellä jonka kuulen","Happoradio",48,78,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kaunis Minä",2008-08-14,04:05,54,52,23,0,21,0,10,-7,B,4,2025-08-31,28ww5AUl4MVUfw4C1xlFBk,"Epic",1B,FIBAR0800261
137,"Hetken Tie On Kevyt","Tehosekoitin",38,90,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Golden Greats",2002-00-00,04:02,58,76,6,0,28,0,10,-7,D minor,4,2025-08-31,5oV9em1jJwGacNVyd11o9A,"Levy-yhtiö Oy",7A,FIATN0200084
138,"Helsinki - Shangri-La","Paleface, Felix Zenger",38,134,"finnish hip hop, finnish pop, finnish rock, iskelmä","Hip Hop, Pop, Rock, Traditional Music","Helsinki - Shangri-La",2010-09-15,02:46,72,55,60,0,94,30,0,-9,E minor,4,2025-08-31,2NRTjPRt1BY24V3LpdX4dE,"XO Records",9A,FIEXC1000073
139,"Vadelmavene","Kasmir",38,86,"finnish pop, finnish hip hop, iskelmä","Hip Hop, Pop, Traditional Music","AMK Dropout",2014-01-01,03:19,59,59,26,0,69,20,80,-6,B minor,4,2025-08-31,6nEam9LEhHRmAcwh0SHLPl,"Universal Music Oy",10A,FIUM71400208
140,"Dark Side","Blind Channel",52,98,"","","Lifestyles of the Sick & Dangerous",2022-07-08,02:57,57,95,0,0,44,0,20,-4,G,4,2025-08-31,2vICdcAEc10WfqMeRxOF1I,"Century Media",9B,FIRAN2100001
141,"2080-luvulla","SANNI",40,123,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","LELU",2015-04-24,04:17,58,58,4,1,20,0,30,-6,D#/E♭,4,2025-08-31,6QgeUZRKSrOUR6HphHcBG3,"WM Finland",5B,FIWMA1500047
142,"Antaudun","Reino Nordin",41,172,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","Antaudun",2017-02-24,03:16,53,72,62,0,66,20,10,-5,C♯/D♭ minor,4,2025-08-31,2hG7tBFHD0J0DD915n8j2z,"PME Records",12A,FIPEB1700006
143,"Duran Duran","Jenni Vartiainen",47,126,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Seili",2010-03-29,03:52,60,88,0,0,46,0,0,-8,A minor,4,2025-08-31,73ZCyrTwTbkSVPXMMIeOQu,"WM Finland",8A,FIWMA1000180
144,"Che Guevara","Happoradio",49,140,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kaunis Minä",2008-08-14,03:49,58,88,7,0,46,0,10,-4,A#/B♭ minor,4,2025-08-31,5gsQegOEB7admETkL6ckUL,"Epic",3A,FIBAR0800258
145,"Oo siellä jossain mun","PMMP",45,100,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kovemmat Kädet - Kumiversio",2005-08-18,03:18,56,70,18,0,48,0,20,-9,E,4,2025-08-31,1LnIYqWfeWlDE78xA7yhBP,"RCA Records Label",12B,FIBAR0500027
146,"Odota","Aikakone",44,140,"finnish pop, iskelmä, finnish rock, eurodance","Electronic, Pop, Rock, Traditional Music","Tähtikaaren taa",1995-09-04,04:29,65,80,9,0,51,0,10,-8,C,4,2025-08-31,04kS72GtNZIuA4xGsbFYRU,"RCA Records Label",8B,FIBAR9500028
147,"Jos mä oon oikee","SANNI",38,94,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Sotke mut",2013-09-02,04:05,63,65,0,3,21,0,10,-5,G#/A♭,4,2025-08-31,4esuGn0nJtOrzKUe0SOPtO,"WM Finland",4B,FIWMA1300375
148,"Valehdellaan","Katri Ylander",26,142,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Kaikki nämä sanat",2007-10-19,04:13,54,89,8,0,57,0,10,-7,C,4,2025-08-31,4AHLwKouR4vQMK15rj2l09,"RCA Records Label",8B,FIBAR0700367
149,"Suru on kunniavieras","Jenni Vartiainen",41,130,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Terra",2013-10-04,03:33,35,57,1,0,32,0,20,-7,A minor,4,2025-08-31,756ptGGDLKOVkbap9MdYiT,"WM Finland",8A,FIWMA1300483
150,"Mun koti ei oo täällä","Chisu",38,100,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Alkovi",2008-02-25,04:29,51,55,12,0,34,0,20,-8,C minor,4,2025-08-31,2OmyTvFhrEmkqSbtAgPdiD,"WM Finland",5A,FI3HM0700082
151,"Jos sulla on toinen","Taikapeili",40,184,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suuri salaisuus",1994-00-00,04:42,58,73,3,0,70,0,0,-12,A minor,4,2025-08-31,6RtIqMz4CJI0OWT7CAH450,"WEA",8A,FIWMA9400002
152,"Älä tyri nyt","Jukka Poika",39,87,"finnish pop, finnish hip hop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Yhdestä puusta",2012-03-12,03:48,80,66,16,0,81,0,20,-6,A,4,2025-08-31,0dDBtVgQkbWjZq9BO3iiij,"WM Finland",11B,FIKHY1200011
153,"Puuttuva palanen","Robin Packalen, Brädi",40,118,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","Chillaa (Spotify version)",2012-01-01,03:17,83,86,4,0,87,0,10,-5,B minor,4,2025-08-31,6AwzIrwlCrZ4gHB9cAU05O,"Universal Music Oy",10A,FIUM71201670
154,"Faija skitsoo","Robin Packalen",28,146,"finnish pop, iskelmä","Pop, Traditional Music","Koodi",2012-01-01,03:25,50,89,5,0,68,0,0,-3,C♯/D♭ minor,4,2025-08-31,20mGL3R5zuKDhyGHzT0KMy,"Universal Music Oy",12A,FIUM71200030
155,"Vanha nainen hunningolla","Erin",39,184,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Hunningolla",2011-05-16,03:15,50,66,50,0,61,10,0,-7,A,4,2025-08-31,5HbIX2mD0LCY0NUbIWXa5z,"WM Finland",11B,FIWMA1100015
156,"Telepatiaa","J. Karjalainen Yhtyeineen",45,111,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Tähtilampun Alla",1992-01-01,03:56,71,66,42,0,92,0,30,-9,B minor,4,2025-08-31,0zZ6NYUgYCmFIh2Y8VLVqG,"POKO",10A,FIUNP9200505
157,"Kirje","Janne Hurme",47,100,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kirje",1995-00-00,04:37,47,60,8,0,69,0,10,-9,C,4,2025-08-31,5zzBpuMrbpp5XdkL728VD9,"WM Finland",8B,FIURA9500011
158,"Shanghain valot","Annika Eklund",47,141,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Shanghain valot",2006-04-05,03:03,50,85,1,0,62,0,40,-8,D#/E♭ minor,4,2025-08-31,774tMmxHPUdEOVJgr9rXGU,"WEA",2A,FIWMA0600044
159,"Rentun ruusu","Irwin Goodman",41,174,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Rentun ruusu",1988-00-00,03:28,35,72,34,0,84,0,20,-12,F minor,4,2025-08-31,4ieWnZxkolHTJcintQuCj5,"WEA",4A,FIFLG8800100
160,"Juha88","Vilma Alina, Teflon Brothers",38,128,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","Ufoja",2016-02-26,03:21,82,64,0,0,82,0,0,-6,F minor,4,2025-08-31,3jSE1bIVlTMet3TBctbYoT,"Universal Music Oy",4A,FIUM71600001
161,"Maradona (kesä ´86)","Teflon Brothers",46,120,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Isänpäivä",2014-01-01,03:46,65,64,2,0,68,0,20,-6,G#/A♭,4,2025-08-31,4OeDZhsYg6pA0QYlzeD9pQ,"Johanna Kustannus Oy",4B,FIUM71400426
162,"Suklaasydän - Mama's Pearls","Brita Koivunen",22,179,"iskelmä","Traditional Music","Brita Koivunen ja Olli Hämeen kvintetti",1957-00-00,02:29,49,21,65,0,79,0,0,-14,G,4,2025-08-31,4q5ALFIbrkLni1fM3j5ioA,"WM Finland",9B,FIFSC5600900
163,"Saarenmaan valssi","Georg Ots",22,83,"iskelmä, finnish pop","Pop, Traditional Music","Suosikkilaulaja",1957-00-00,03:36,45,39,95,0,68,0,20,-8,F,3,2025-08-31,5YeZgVQW4Uld7MZHTMFKMX,"WM Finland",7B,FIFMF5700700
164,"Poika varjoiselta kujalta - Guaglione","Olavi Virta",23,130,"iskelmä, tango, finnish pop, finnish rock","Pop, Rock, Traditional Music, Latin","Iskelmäaarteita",1970-00-00,02:54,48,31,16,0,57,0,30,-12,C minor,4,2025-08-31,0yFHrrLTarbVeTi4ac5NQf,"WM Finland",5A,FIFMF5701100
165,"Kulkuri ja joutsen","Tapio Rautavaara",10,92,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Tutuissa tunnelmissa",1957-00-00,03:27,40,34,98,17,36,0,20,-6,C,4,2025-08-31,4MdT4QZyKN0yk1x5MgLNFE,"WM Finland",8B,FIFMF5000004
166,"Saimaan valssi","Kipparikvartetti",7,98,"iskelmä","Traditional Music","Kipparit merimiehinä ja tangokavaljeereina",1958-00-00,03:06,67,24,98,0,76,0,10,-13,A,3,2025-08-31,0B3Bfp05ph6PMdeEeDxW07,"WM Finland",11B,FIFMF5000400
167,"Juokse sinä humma","Tapio Rautavaara",9,210,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Tapio Rautavaara",1958-00-00,03:36,36,35,98,0,82,0,10,-8,A#/B♭ minor,4,2025-08-31,1tWbmodcbiIxZ6RxlVAeED,"WM Finland",3A,FIFMF5300400
168,"Satumaa","Reijo Taipale",33,121,"iskelmä, tango, finnish pop, finnish rock","Pop, Rock, Traditional Music, Latin","Reijo Taipale",1970-00-00,02:59,78,32,73,0,80,0,0,-8,E minor,4,2025-08-31,74OLpDldqImMmCyynEe93O,"WM Finland",9A,FIFSC6200800
169,"Albatrossi","Juha Vainio, Hyvän Tuulen Laulajat",36,98,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Albatrossi ja sorsa",1981-06-14,03:38,62,51,76,0,61,0,0,-7,C,4,2025-08-31,7nnXsKelUTqi8nLqnmrgvJ,"WM Finland",8B,FIFFD8000600
170,"Vanhojapoikia viiksekkäitä","Juha Vainio, Hyvän Tuulen Laulajat",37,87,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Sellaista elämä on",1983-00-00,03:00,58,34,89,0,55,0,30,-9,D minor,4,2025-08-31,6mVftLbYzzHqMv1Qh3bFUs,"WM Finland",7A,FIFFD8200200
171,"Ruoska","Käärijä, Erika Vikman",48,160,"finnish pop, europop, iskelmä","Pop, Traditional Music","Ruoska",2024-02-09,03:17,62,92,1,0,36,0,40,-7,D,4,2025-08-31,163IL5lEbcKrOZAKSiW9sM,"WM Finland",10B,FIWMA2400024
172,"Kersantti Karoliina","Popeda",43,128,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Svoboda",1992-01-01,03:00,63,92,4,0,92,0,0,-5,E minor,4,2025-08-31,2JQlsdVy9bB9Otx8lxsFKn,"POKO",9A,FIUNP9201402
173,"Sandstorm","Darude",72,136,"eurodance","Electronic, Pop","Before the Storm, Special Edition",2001-01-01,03:45,53,97,14,99,59,0,0,-8,B minor,4,2025-08-31,6Sy9BUbgFse0n0LPA5lwy5,"16 Inch Records",10A,FISGC9900001
174,"Freestyler","Bomfunk MC's",59,164,"eurodance","Electronic, Pop","In Stereo",1999-06-02,05:06,82,93,3,38,55,10,20,-6,B minor,4,2025-08-31,2vlgOAH3M8Fmo19wOjeRyw,"Epidrome",10A,FISME9900023
175,"Poison girl","HIM",52,124,"gothic metal, gothic rock, finnish rock","Rock, Metal","Razorblade Romance",1991-09-17,03:51,53,80,2,0,53,0,0,-6,F#/G♭ minor,4,2025-08-31,0PCdU8zgdDz0O9HgA7zrg3,"Sony Music/Supersonic-GUN",11A,FIBAR9900311
176,"The Funeral Of Hearts","HIM",52,114,"gothic metal, gothic rock, finnish rock","Rock, Metal","Love Metal",2003-04-14,04:30,56,78,2,0,36,0,20,-7,F#/G♭ minor,4,2025-08-31,6Aw2CjqeNqXZX1FBJoaOIE,"Sony Music/Supersonic-GUN",11A,FIBAR0300005
177,"F-F-F-Falling","The Rasmus",37,134,"finnish rock","Rock","Into (Bonus Edition)",2001-01-01,03:52,65,80,0,0,66,0,10,-6,F#/G♭ minor,4,2025-08-31,1iDLkwEww9vih5SNjvu6Sl,"Playground Music",11A,SEVJH0100304
178,"Miksei täällä humppa soi?","Eläkeläiset",31,205,"polka, finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Pahvische",2002-04-04,03:52,46,89,6,0,87,20,0,-5,C♯/D♭ minor,4,2025-08-31,6VO5AkrObq0TvlkoKYM7nt,"Stupido",12A,DET240200008
179,"Still Alive","Negative",25,110,"finnish rock, gothic metal, gothic rock, finnish pop","Pop, Rock, Metal","War Of Love",2003-00-00,05:09,48,53,56,0,10,0,10,-6,B,4,2025-08-31,29rsSvxlamuoDQy8Y1KOat,"WM Finland",1B,FIGBF0300035
