#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
323,"St. Pauli ja Reeperbahn","Irwin Goodman",19,113,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","St. Pauli ja Reeperbahn",1970-00-00,03:27,43,69,30,0,88,0,90,-7,D,4,2025-11-14,6fUebgFF5BCyv4JN0imfxd,"WM Finland",10B,FIFMF7000005
324,"Matkalla Alabamaan","Popeda",35,146,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Harasoo",1984-01-01,03:00,42,88,32,0,68,0,0,-6,A,4,2025-11-15,5Z0lZm84qatUxKcfD8ZfiD,"POKO",11B,FIUNP8400106
325,"Tyttö kuin tiikeri","Frederik",33,132,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Alta pois",1981-00-00,02:27,67,84,45,0,83,0,10,-8,C minor,4,2025-11-15,4ZuWsqjFytnmgNCptqMevd,"WM Finland",5A,FIFMF8100011
326,"Rafaelin enkeli","Pekka Ruuska",47,163,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Yhdestoista hetki",1990-01-01,04:28,62,65,68,0,90,0,10,-14,E minor,4,2025-11-15,5H4UwGPAAOeVgNkKmJ0u08,"Universal Music Oy",9A,FIPST9000301
327,"Hafanana","Tapani Kansa",27,92,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kesän lapsi",1976-00-00,02:43,59,73,24,0,76,10,40,-11,C,4,2025-11-15,6jztGpmylG2uAfQroZkEDG,"WM Finland",8B,FIFSC7600500
328,"Ryysyranta","Irwin Goodman",25,114,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Reteesti vaan",1968-00-00,03:24,63,65,23,0,76,0,10,-8,C minor,4,2025-11-15,014AghfEBAEjIxFLCs5NAm,"WM Finland",5A,FIFMF6700028
329,"Tuhat yötä","Samuli Edelmann, Sani",32,156,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Tuhat Yötä",1995-11-10,04:41,51,39,50,0,53,0,0,-12,A,4,2025-11-15,6dIsgOwpVMWBqBmRp6ZNHX,"RCA Records Label",11B,FIBAR9500025
330,"Jano","Pave Maijanen",32,126,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Palava Sydan",1985-01-01,04:44,82,75,1,0,75,0,0,-8,A minor,4,2025-11-15,3nXe0h9fZtnNwNdlgl5QJZ,"Parlophone",8A,FIEFP8500027
331,"Levottomat tuulet","DISCO",37,144,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Musta sydän",2002-05-27,03:55,69,54,20,0,56,0,0,-8,F#/G♭ minor,4,2025-11-15,6ZWoN5lDoFcTHJAMsmd9iv,"RCA Records Label",11A,FIBAR0200167
332,"Vuonna 2525 - In the Year 2525","Robin",10,127,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Robin",1969-00-00,03:27,44,51,14,0,38,0,10,-12,G minor,4,2025-11-15,6h01AAszGXG87LFR4di6eM,"WM Finland",6A,FIFMF6900062
333,"Näinkö aina meille täällä käy - Ain't That Just The Way","Virve Rosti",25,140,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","1-2-3-4 Tulta!",1976-00-00,03:12,40,54,75,0,54,0,30,-9,C,4,2025-11-15,0XCKE4YTLjX9KEMpLaRm6D,"WM Finland",8B,FIFFD7600100
334,"Älä jätä minua","Mamba",25,213,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Lauantai-ilta",1986-00-00,03:21,28,42,65,0,47,0,10,-8,F,3,2025-11-15,2Vp0t5tXKQYJXfG1Oc6Jby,"WM Finland",7B,FIFMF8601100
335,"Lopeta - Radio Mix","Tiktak",17,120,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Frendit",1999-01-01,02:54,81,92,4,1,93,0,10,-6,C♯/D♭ minor,4,2025-11-15,1TuyRx8k9ZBrsSUXYdmife,"Universal Music Oy",12A,FIPFP9900122
336,"Yes sir, alkaa polttaa - Yes Sir, I Can Boogie","Eini",32,124,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Eini",1978-00-00,04:24,52,59,19,0,59,0,10,-6,B minor,4,2025-11-15,5tvldSnGSBv7mpXilt7fQd,"WM Finland",10A,FIFMF7800009
337,"Kaiken takana on nainen","Matti ja Teppo",32,94,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Matti ja Teppo",1987-00-00,03:01,67,70,51,0,96,0,10,-11,C,4,2025-11-15,7CgvO8ac4Nv3fPxKssrYbJ,"WM Finland",8B,FIFMT8600013
338,"Hilma Ja Onni","Jaakko Teppo",35,121,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Ruikonperän Multakurkku",1980-00-00,03:48,59,52,25,0,55,0,10,-8,A minor,4,2025-11-15,7J2qz8Qs5YT187drjsoOzU,"Rocket",8A,FIVDC8000070
339,"Viimeinen laulu","Irwin Goodman",18,91,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Rentun ruusu",1988-00-00,03:27,48,56,75,0,37,0,30,-7,C minor,4,2025-11-15,6UsjI3kqxWr1AAW3HkWGzz,"WEA",5A,FIFMF8800036
340,"Enkelit Lentää Sun Uniin","Mikko Kuustonen",22,106,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Musta Jalokivi",1991-06-07,02:53,69,59,38,0,82,0,0,-13,D,4,2025-11-15,1CyEry2YJB9f6SjfqydyS1,"Epic",10B,FISMC9100001
341,"Lentäjän poika","Edu Kettunen",26,61,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Lentäjän poika",1986-00-00,03:17,27,24,64,0,21,0,10,-12,C,4,2025-11-15,2vIktX19IfrkCaxPflRSmd,"Universal Music Oy",8B,FIFLF8600009
342,"Saat miehen kyyneliin - To Make a Big Man Cry","Pepe Willberg",14,175,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Sinulle",1976-00-00,03:24,37,33,66,0,39,0,0,-12,F,3,2025-11-15,0lXJH631wtmrFzDvV3CJyi,"WM Finland",7B,FIFMF7600100
343,"Jäätelökesä","Maarit",26,106,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Siivet saan",1978-00-00,03:35,67,63,40,0,66,0,0,-8,F,4,2025-11-15,0EDEqLUMslZm6k7ZYiRGpr,"WEA",7B,FIFMF7800001
344,"Elämältä kaiken sain - Every Little Move She Makes","Pepe Willberg & The Paradise",21,110,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Pepe & Paradise",1973-00-00,02:54,68,46,44,0,62,0,10,-10,G,4,2025-11-15,1z7IQCzdm03HpBMGcl78nl,"WM Finland",9B,FIFMF7200700
345,"Kerran","Laura Voutilainen",41,100,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Laura Voutilainen",1994-01-07,03:56,58,79,1,0,89,0,10,-7,A minor,4,2025-11-15,0rnbk3uypFwm1fy5zb3Atm,"WEA",8A,FIFMF9301506
346,"Naispaholainen","Aki Sirkesalo",31,173,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Mielenrauhaa",1995-12-17,03:50,51,88,1,0,92,0,10,-10,A#/B♭ minor,4,2025-11-15,6NnlKsBKcZjwRkG85lZALl,"Epic",3A,FISME9400004
347,"Kotiviini","Anna Hanski",37,143,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Anna Hanski",1989-04-22,04:07,54,53,60,0,58,0,20,-11,A minor,4,2025-11-15,4ubx5brN1hh2u1TKdgPiGW,"Bluebird (Finland)",8A,FIEMS8900100
348,"Hemaisevan seksikäs pörröpää","Aarne Tenkanen, Tempuntekijät",36,121,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Iso pitkä",1996-01-01,03:06,67,70,3,0,82,0,10,-8,E minor,4,2025-11-15,12FtL5T6Fscr7EfFolnmzD,"Johanna Kustannus Oy",9A,FIJKA9500235
349,"Vuonna '85","Eppu Normaali",44,144,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kahdeksas Ihme",1985-00-00,04:50,71,69,2,0,91,0,20,-9,F#/G♭ minor,4,2025-11-15,1vTvSRxlE3YBB7fnlwoi1n,"POKO",11A,FIUNP8500403
350,"Puhelinlangat laulaa","Katri Helena",33,171,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Vaalea valloittaja",1965-00-00,02:24,59,33,86,0,75,0,10,-12,D minor,4,2025-11-15,16u7VaQftmMu4ciA011z9X,"WM Finland",7A,FIFPS6400500
351,"Viimeinkin","Sir Elwoodin hiljaiset värit",28,70,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kymmenen Tikkua Laudalla",1993-01-01,03:52,35,31,50,0,22,0,10,-12,D minor,3,2025-11-15,2hGo6Ci6FULFCHIAyIAhcv,"HERODES",7A,FIEFH9300001
352,"Kun Chicago kuoli - The Night Chicago Died","Virve Rosti",32,113,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Vicky",1975-00-00,03:25,59,61,14,0,92,0,0,-8,G,4,2025-11-15,3YZZpDCAtOQADGpewgG9ea,"WM Finland",9B,FIFFD7500002
353,"Delilah","Tapani Kansa",19,101,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Tapani Kansa",1969-00-00,03:15,52,54,11,0,41,0,10,-9,E minor,1,2025-11-15,1cP1twnQz9e6zPXyV4BQzP,"WM Finland",9A,FIFSC6800200
354,"Tummat silmät, ruskea tukka","Paula Koivuniemi",31,119,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Vie minut pois",1980-00-00,03:24,65,55,75,0,82,0,10,-14,A minor,4,2025-11-15,43omDvb8iQEkGylhcbPv85,"WM Finland",8A,FIFMF8000200
355,"Käyn ahon laitaa","Juha Vainio",32,110,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Käyn ahon laitaa",1979-00-00,03:25,87,53,81,0,94,0,0,-9,E minor,4,2025-11-15,6KbEYTWDlMtYhxFEP95jgh,"WM Finland",9A,FIFFD7900005
356,"Tragedy","Hanoi Rocks",19,160,"glam metal, finnish rock, glam rock","Rock, Metal","Bangkok Shocks Saigon Shakes Hanoi Rocks",1981-01-01,04:07,31,98,0,0,66,20,0,-5,G,4,2025-11-15,4HUHLnUNOMAuNBt73WWfLM,"Johanna Kustannus Oy",9B,FILKA8100041
357,"Iltatuulen viesti","Aikamiehet",14,149,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Aikamiehet",1968-00-00,03:20,21,51,90,2,39,0,10,-10,B minor,3,2025-11-15,2rAXAgRGUlaSJ2KsXv3Ul1,"WM Finland",10A,FIFPS6400001
358,"Timantit on ikuisia","Cheek",50,100,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Kuka muu muka",2013-09-20,03:40,54,92,21,0,57,30,10,-5,D,4,2025-11-15,0wrhLxy4aDAQ0z3FOa4aoe,"WM Finland",10B,FIWMA1300412
359,"Jippikayjei","Cheek",49,112,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Jare Henrik Tiihonen 2",2010-01-01,03:23,83,78,2,0,42,0,0,-5,G#/A♭ minor,4,2025-11-15,5YZd0Gj1GwXsAjgXoEInlX,"Universal Music Oy",1A,FI5RR1000029
360,"Ei oo, ei tuu","Lea Laven",34,140,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Määränpäänä tähdet",1980-11-06,03:07,64,77,72,0,93,0,10,-9,D,3,2025-11-15,2rnQKCqbOgTTNaLKLtml5x,"Columbia",10B,FISMC8000045
361,"Lumi teki enkelin eteiseen","Hector",45,86,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Herra Mirandos",1973-00-00,03:27,48,57,66,0,38,0,20,-8,C,4,2025-11-15,0NHDGurGVugHacPrM1siDY,"WM Finland",8B,FIFPS7300300
362,"Kitara, Taivas Ja Tähdet","Eppu Normaali",44,146,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kahdeksas Ihme",1985-00-00,04:40,64,85,11,0,91,0,20,-8,E,4,2025-11-15,68ha97ge3H4cFsV3O1H4aD,"POKO",12B,FIUNP8500405
363,"506 ikkunaa","Miljoonasade",3,99,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Pullo hunajaa",1992-00-00,04:05,59,77,16,0,73,0,50,-8,G,4,2025-11-15,1y1pVdWaPgHAj8Heklf3Yc,"WM Finland",9B,FIFMF9202102
364,"Tarkenee","JVG",25,134,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Tarkenee",2015-07-10,03:42,69,91,2,0,80,0,20,-5,G minor,4,2025-11-15,3G9gUGRgM4lB2ebVPUcMKI,"WM Finland",6A,FIWMA1500196
