#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
263,"Drop It Like It's Hot","Snoop Dogg, Pharrell Williams",1,92,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","R&G (Rhythm & Gangsta): The Masterpiece",2004-01-01,04:26,89,63,17,0,68,20,10,-4,C♯/D♭,4,2025-01-15,70ludZZEUJy1aFVkPI0Kpi,"Geffen",3B,USMC10400640
264,"1972","Anssi Kela",43,154,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suuria Kuvioita",2003-08-29,04:08,55,59,3,0,56,0,10,-7,D#/E♭,4,2025-01-15,7BkWKIEQYvABzJiSb5O6ZN,"RCA Records Label",5B,FIBAR0300179
265,"To Be With You","Mr. Big",63,84,"glam metal","Metal, Rock","Lean Into It [Expanded]",1991-03-26,03:30,69,38,29,0,45,0,10,-10,E,4,2025-01-15,3Mmt6Xk0H6VR92PEp6x3hP,"evoxs",12B,USAT20901225
266,"When Love Takes Over (feat. Kelly Rowland)","David Guetta, Kelly Rowland",59,130,"edm","Electronic","One More Love",2010-11-22,03:11,68,86,2,0,50,0,10,-5,B,4,2025-01-15,1hRFVIy9As8OVRk8B7CrD5,"Parlophone (France)",1B,FRZID0900200
267,"Heilutaan","Tiktak",43,160,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Ympyrää",2003-01-01,03:24,59,86,1,0,82,0,0,-6,F,4,2025-01-15,0gKbjJEZWuOpap7zdy2I7f,"Universal Music Oy",7B,FIPFP0300125
268,"Bad Habits","Ed Sheeran",82,126,"soft pop","Pop","=",2021-10-25,03:50,81,89,5,0,54,0,30,-4,B minor,4,2025-01-15,3rmo8F54jFF8OgYsqTxm5d,"Atlantic Records UK",10A,GBAHS2100318
269,"(Sittin' On) the Dock of the Bay","Otis Redding",78,104,"soul, motown, classic soul, soul blues","R&B, Pop, Blues","The Dock of the Bay (Mono)",1968-00-00,02:43,77,37,68,0,53,0,0,-11,D,4,2025-01-15,3zBhihYUHBmGd2bcQIobrF,"Rhino Atlantic",10B,USAT21403443
270,"Kellä kulta sillä onni - Everybody Loves A Lover","Laila Kinnunen",22,98,"iskelmä, finnish pop","Pop, Traditional Music","Iskelmiä vuosien varrelta",1974-00-00,02:35,83,40,56,0,49,0,10,-12,D#/E♭,4,2025-01-15,6HXZ1iAfFjWH8QPuqt71oo,"WM Finland",5B,FIFSC5901200
271,"Baden-Baden","Chisu",38,137,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Vapaa ja yksin",2009-09-10,03:54,62,72,3,1,87,0,10,-8,F,4,2025-01-15,4g8ITnqeD4Carnp8qNxPDh,"WM Finland",7B,FI3HM0900077
272,"Eternal Flame","The Bangles, Susanna Hoffs",68,79,"jangle pop, power pop","Pop, Rock","The Essential Bangles",2004-00-00,03:58,53,36,53,0,40,0,0,-7,E minor,3,2025-01-15,5MoDQWMDMaAGDEiWsJfeCi,"Columbia",9A,USSM18800153
273,"Video Killed The Radio Star","The Buggles",71,131,"","","The Age Of Plastic",1980-01-10,04:12,68,68,10,1,25,0,20,-12,C♯/D♭,4,2025-01-15,7o7E1nrHWncYY7PY94gCiX,"Universal-Island Records Ltd.",3B,GBAAN7900013
274,"Stairway to Heaven - Remaster","Led Zeppelin",80,82,"classic rock, rock, hard rock, rock and roll","Rock","Led Zeppelin IV (Deluxe Edition)",1971-11-08,08:02,34,34,58,0,20,0,10,-12,A minor,4,2025-01-15,5CQ30WqJwcep0pYcV4AMNc,"Atlantic Records",8A,USAT21300959
275,"Don't You (Forget About Me)","Simple Minds",76,111,"new wave","Pop, Rock","Once Upon A Time (Super Deluxe)",1985-00-00,04:23,66,82,17,2,68,0,0,-7,D,4,2025-01-15,3fH4KjXFYMmljxrcGrbPj9,"UMC (Universal Music Catalogue)",10B,GBAAA8500001
276,"Kids In America","Kim Wilde",4,160,"","","Kim Wilde",1981-00-00,03:25,56,78,10,0,31,0,10,-4,E,4,2025-01-15,1YGZyfvdgZxzipWoWYVKxi,"Cherry Red Records",12B,GBAYE8100054
277,"Bubbly","Colbie Caillat",72,128,"","","Coco",2007-01-01,03:16,69,48,59,0,26,0,10,-7,A,4,2025-01-15,1lkvpmrCaXK8QtliFDcHBO,"Universal Records",11B,USUM70736197
278,"Only You (And You Alone)","The Platters",1,80,"doo-wop","Pop, R&B","The Platters Golden Hits",1986-01-01,02:36,34,31,94,0,34,0,10,-11,D#/E♭,4,2025-01-15,0S8ibKBl3tjRmYbZhGHNhG,"Universal (MT)",5B,USPR38605201
279,"Marilyn","Juice Leskinen, Coïtus Int.",35,179,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Juice Leskinen & Coitus Int",1973-00-00,02:38,50,72,57,0,85,10,30,-7,C,4,2025-01-15,7teMwabPGrZwzqCEfdxVYx,"Siboney Oy",8B,FISBA7400801
280,"Just Can't Get Enough","Depeche Mode",74,128,"new wave, synthpop, darkwave","Electronic, Pop, Rock","Speak and Spell (Deluxe)",1981-11-02,03:40,77,77,40,6,92,0,10,-9,C,4,2025-01-15,0qi4b1l0eT3jpzeNHeFXDT,"Venusnote Ltd.",8B,GBAJH0600205
281,"The Gambler","Kenny Rogers",76,87,"country, classic country","Country","The Gambler",1978-11-20,03:34,67,50,34,0,86,0,10,-13,E,4,2025-01-15,5KqldkCunQ2rWxruMEtGh0,"Capitol Nashville",12B,USCN17800055
282,"A Bar Song (Tipsy)","Shaboozey",59,81,"","","Where I've Been, Isn't Where I'm Going",2024-05-30,02:51,72,70,7,0,61,0,0,-5,A,4,2025-01-15,7wd9kz7UXhJr8pgdqpzKu5,"American Dogwood / EMPIRE",11B,USUYG1543926
283,"Post Malone (feat. RANI)","Sam Feldt, RANI",62,107,"tropical house","Electronic","Post Malone (feat. RANI) [Joe Stone Remix]",2019-08-16,02:54,59,64,8,0,65,10,10,-4,G,4,2025-01-15,36orMWv2PgvnzXsd5CJ0yL,"Spinnin' Remixes",9B,NLZ541900734
284,"Hetki lyö","Kirka, The Islanders",16,74,"iskelmä, finnish pop, finnish rock, exotica","Easy Listening, Pop, Rock, Traditional Music","20 Suosikkia / Varrella virran",2013-03-01,03:27,54,38,54,0,61,0,0,-11,E minor,4,2025-01-15,7M9llL9G2Ei3OjwXAc6R58,"WM Finland",9A,FIFSC6700900
285,"Levikset repee (feat. VilleGalle)","Sini Sabotage, VilleGalle",44,128,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","22m²",2013-12-05,03:21,83,80,7,0,66,0,0,-5,F,4,2025-01-15,6QmvGtapHbSNolhCzfZGXZ,"WM Finland",7B,FIWMA1300310
286,"The Power of Love","Jennifer Rush",61,139,"","","The Power Of Love: The Best Of Jennifer Rush",1995-07-24,04:28,52,65,45,0,13,0,10,-7,G#/A♭,4,2025-01-15,18DfMhEx4ddoreHrvZDF6Q,"Columbia",4B,DEE868400010
287,"Safe And Sound","Capital Cities",13,118,"","","In A Tidal Wave Of Mystery (Deluxe Edition)",2013-00-00,03:12,66,82,0,0,77,0,10,-5,C,5,2025-01-15,6Z8R6UsFuGXGtiIxiD8ISb,"Capital Cities",8B,USCA21203108
288,"Your Woman","White Town",2,103,"","","Women In Technology",1997-02-24,04:19,82,61,3,68,80,0,10,-9,F minor,4,2025-01-15,4ACxa9buEUnOdYEoPcnMpi,"Echo",4A,GBAYE9600116
289,"Rappiolla","Hassisen Kone",38,171,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Täältä Tullaan Venäjä",1980-01-01,03:04,41,82,3,7,96,0,20,-6,E,4,2025-01-15,3ApNJsJf8qKCivGoJTeCrz,"POKO",12B,FIUNP8000601
290,"First Class","Jack Harlow",4,107,"","","First Class",2022-04-08,02:53,91,56,3,0,32,10,10,-6,G#/A♭,4,2025-01-15,1rDQ4oMwGJI7B4tovsBOxc,"Generation Now/Atlantic",4B,USAT22203024
291,"Suomen muotoisen pilven alla","Arttu Wiskari",37,138,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suomen muotoisen pilven alla",2018-11-09,03:30,60,83,18,0,54,0,0,-6,G#/A♭ minor,4,2025-01-15,2lvZlCIDkDHWc2Q9Y51GUJ,"WM Finland",1A,FIWMA1800347
292,"Tein kai lottorivini väärin","Maustetytöt",39,136,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kaikki tiet vievät Peltolaan",2019-10-25,03:33,61,74,0,0,82,0,0,-6,C,4,2025-01-15,35rwukSC1bcXPYRpK0THwh,"Is This Art!",8B,FIITA1900001
293,"Silkkii","Jukka Poika",37,86,"finnish pop, finnish hip hop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Yhdestä puusta",2012-03-12,03:45,72,76,24,0,91,0,0,-6,G#/A♭ minor,3,2025-01-15,7dyJ9FIcaPMFEnsILJM8S2,"WM Finland",1A,FIKHY1100096
294,"Stay With Me","Sam Smith",83,84,"soft pop","Pop","In The Lonely Hour",2014-05-26,02:52,41,42,59,0,19,0,10,-6,C,4,2025-01-15,5Nm9ERjJZ5oyfXZTECKmRt,"PLG - Capitol",8B,GBUM71308833
295,"Unchained Melody","The Righteous Brothers",77,99,"","","Just Once In My Life",1965-04-04,03:38,34,21,40,0,29,0,10,-17,C,3,2025-01-15,2qhASBzpbFhPRtrnZ5lLnz,"Universal Records",8B,USPG19090023
296,"Barbra Streisand - Radio Edit","Duck Sauce",31,128,"disco house","Electronic","Barbra Streisand",2010-10-15,03:16,77,92,0,20,51,10,20,-2,C♯/D♭,4,2025-01-15,0XvjOhwCnXXFOSlBbV9jPN,"disco:wax",3B,GBSXS1000131
297,"Mandy","Barry Manilow",66,104,"yacht rock, adult standards","Easy Listening, Pop, Rock","Barry Manilow II",1974-00-00,03:33,31,46,42,0,32,0,10,-9,A#/B♭,4,2025-01-15,6iXQrhhgBisdfvS34EMTZ3,"Arista/Legacy",6B,USAR17400164
298,"Missing You","John Waite",71,209,"arena rock","Rock","No Brakes",1984-01-01,04:29,55,55,5,0,59,0,0,-10,B minor,4,2025-01-15,1Qrdlkgg9I4J7r3P4kZNwr,"Capitol Records",10A,USEM38800236
299,"Hollaback Girl","Gwen Stefani",72,110,"","","Love. Angel. Music. Baby.",2004-11-12,03:19,93,92,35,0,90,0,0,-2,A#/B♭ minor,4,2025-01-15,0eqH0ALoDQevq59YcQ53KE,"Interscope",3A,USIR10400847
300,"Heaven Is A Place On Earth","Belinda Carlisle",25,123,"","","Heaven on Earth (Remastered & Expanded Special Edition)",1987-10-05,04:07,63,90,1,0,69,0,0,-7,E,4,2025-01-15,4V9BTST4BSkvOL4xIQNHuS,"Edsel",12B,GBAAA8700010
301,"death bed (coffee for your head)","Powfu, beabadoobee",81,144,"bedroom pop","Pop","death bed (coffee for your head)",2020-02-08,02:53,73,43,73,0,35,10,70,-9,G#/A♭ minor,4,2025-01-15,7eJMfftS33KTjuF7lTsMCx,"Columbia",1A,USSM12000925
302,"Mrs. Robinson - From  The Graduate  Soundtrack","Simon & Garfunkel",73,92,"folk rock, folk","Folk, Rock","Bookends",1968-04-03,04:04,61,46,71,0,81,0,0,-14,F#/G♭ minor,4,2025-01-15,0iOZM63lendWRTTeKhZBSC,"Columbia",11A,USSM16800379
303,"The Lion Sleeps Tonight (Wimoweh)","The Tokens",51,122,"doo-wop","Pop, R&B","The Lion Sleeps Tonight",1994-08-11,02:41,43,48,76,0,75,0,10,-9,F,4,2025-01-15,2QbSGkb3TgghEHpjKCsznm,"RCA Records Label",7B,USRC16100933
304,"Here I Go Again - 2011 Remaster","Whitesnake",55,174,"glam metal, glam rock, hard rock","Metal, Rock","Saints and Sinners (2013 Remaster)",1982-11-20,05:08,23,75,37,0,32,0,10,-7,E minor,4,2025-01-15,567EwOGPAXg7Y9DQZTEFEE,"Parlophone UK",9A,GB01A1100200
305,"Living Next Door to Alice","New World",30,129,"","","Sister Jane",2020-02-21,03:44,54,58,33,0,53,0,10,-7,G,4,2025-01-15,1er4mjSaS1VGfMp23rzsCV,"Warner Music Group - X5 Music Group",9B,GBAYE7200109
306,"Krokotiili rock","Muska",27,77,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Muska",1991-01-01,03:49,64,58,28,0,79,0,10,-11,C,4,2025-01-15,16RIvwKqIibSQbamiVyxAo,"Siboney Oy",8B,FISBA7300027
307,"Take Me Home, Country Roads","John Denver",3,164,"folk","Folk","The John Denver Collection, Vol 1: Take Me Home Country Roads",1997-06-17,03:17,26,43,55,0,55,0,10,-13,A,4,2025-01-15,39q7xibBdRboeMKUbZEB6g,"Windstar Records",11B,USA370529726
308,"Frontside Ollie","Robin Packalen",38,100,"finnish pop, iskelmä","Pop, Traditional Music","Koodi",2012-01-01,03:01,65,88,0,0,70,0,80,-5,B,4,2025-01-15,4AjQGcKlwyqq1XWsovxFsO,"Universal Music Oy",1B,FIUM71101418
