#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
166,"Don't Let Me Down - Remastered 2009","The Beatles",72,76,"classic rock, psychedelic rock","Rock","The Beatles 1967 - 1970 (Remastered)",1973-04-02,03:35,59,29,57,0,73,0,0,-11,E,4,2025-01-15,3evG0BIqEFMMP7lVJh1cSf,"EMI Catalogue",12B,GBAYE0900599
167,"Let Her Go","Passenger",3,75,"folk pop","Folk, Pop","All The Little Lights",2012-11-05,04:12,51,54,39,0,24,0,10,-7,G,4,2025-01-15,7DFNE7NO0raLIUbgzY2rzm,"Sony Music Entertainment",9B,GBMQN1100004
168,"One Of Us","Joan Osborne",69,175,"","","Relish",1995-01-01,05:20,32,50,1,0,40,0,10,-8,A,4,2025-01-15,1xNmF1Uep5OGutizZSbKvd,"Island Mercury",11B,USPR39500200
169,"All The Small Things","blink-182",81,149,"pop punk, punk, rock, skate punk, emo","Rock, Pop","Enema Of The State",1999-06-01,02:47,43,90,1,0,69,0,60,-5,C,4,2025-01-15,2m1hi0nfMR9vdGC8UcrnwU,"Geffen",8B,USMC19959123
170,"Sokka irti","Cheek",44,118,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Sokka irti",2012-04-04,03:27,84,89,7,0,67,10,0,-4,C♯/D♭,4,2025-01-15,5YlP1QcekGfq8FBqAR9Hlf,"WM Finland",3B,FIWMA1200061
171,"Häissä (feat. Märkä-Simo)","JVG, Märkä-Simo",51,121,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","Mustaa kultaa",2011-05-02,03:07,84,76,0,0,50,10,0,-7,F minor,4,2025-01-15,6aHVPCIzIovTCYyOEvJu7K,"WM Finland",4A,FIMRR1100043
172,"Birdy","22-Pistepirkko",32,92,"finnish rock, finnish pop","Pop, Rock","Big Lupu",1992-01-01,03:57,53,38,17,0,33,0,0,-17,G,4,2025-01-15,1A5kyguhx0spJ6peFzoTxW,"Universal Music Oy",9B,FIPFS9100405
173,"Red Red Wine","UB40",68,89,"reggae","Reggae","The Best Of UB40 Volume I",1987-00-00,03:03,86,30,0,0,83,0,20,-16,C♯/D♭,4,2025-01-15,4POgt5ayni68MeLqclubcC,"Virgin Catalogue",3B,GBDDH8300002
174,"Best Day Of My Life","American Authors",78,100,"","","Oh, What A Life",2014-01-01,03:14,67,90,6,0,54,0,0,-2,D,4,2025-01-15,5Hroj5K7vLpIG4FNCRIjbP,"Island Records",10B,USUM71302187
175,"Get On","Hurriganes",26,182,"finnish rock, rockabilly, finnish pop, iskelmä, dansband","Pop, Rock, Traditional Music","Live at Metropol",1988-00-00,04:39,12,94,1,4,28,10,70,-11,C,4,2025-01-15,2xSnGBBEUuoKJAbLBtuxDr,"WEA",8B,FIFMF8800026
176,"I'm Coming Out","Diana Ross",71,110,"motown, disco","Pop, R&B","Diana",1980-05-22,05:23,72,83,19,43,77,0,0,-9,F,4,2025-01-15,3SnGymj6ijE2iuUfWxLo1q,"UNI/MOTOWN",7B,USMO18000073
177,"Ram pam pam","BESS",41,140,"finnish pop, iskelmä, finnish hip hop","Hip Hop, Pop, Traditional Music","Ram pam pam",2022-01-13,02:59,71,92,1,0,92,0,0,-6,E minor,4,2025-01-15,55qPuI6NekVyNPM6kh5DN4,"Universal Music Oy",9A,FIUM72100357
178,"Todella kaunis","Zen Cafe",48,94,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Idiootti",1998-00-00,03:23,56,66,9,0,41,0,10,-6,E,4,2025-01-15,17v1ICGy3aGJC3C02Uz2ZQ,"WEA",12B,FIFMF9800048
179,"Pahempi toistaan","Apulanta",47,127,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kiila",2005-03-16,05:09,60,90,0,0,44,0,10,-4,D,4,2025-01-15,5373WQjhIPPJ8XGTCZLDfJ,"Levy-yhtiö Oy",10B,FIATN0500016
180,"Tequila","Vesala",47,132,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Vesala",2016-06-17,03:56,36,64,16,6,24,0,20,-6,D#/E♭ minor,4,2025-01-15,3bf34ookDu0b5WA9dIjfB6,"WM Finland",2A,FIWMA1500423
181,"Rude","MAGIC!",84,144,"","","Don't Kill the Magic",2014-06-25,03:44,77,76,4,0,93,0,30,-5,C♯/D♭,4,2025-01-15,6RtPijgfPKROxEzTHNRiDp,"Latium Records/RCA Records",3B,CAV161300016
182,"Sinä Lähdit Pois","Ultra Bra",42,152,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kroketti",1997-01-01,02:42,57,74,11,0,66,0,20,-7,A minor,4,2025-01-15,1Letc5Trec4Fu39usKQt1Q,"Johanna Kustannus Oy",8A,FIJKA9700162
183,"Party Rock Anthem","LMFAO, Lauren Bennett, GoonRock",62,130,"","","Sorry For Party Rocking",2010-12-01,04:22,75,74,2,0,36,10,20,-4,F minor,4,2025-01-15,4650WGL6InVqP7YN5POqIz,"Will I Am / A&M",4A,USUM71100061
184,"Peto on irti","Antti Tuisku",38,128,"finnish pop, iskelmä","Pop, Traditional Music","En kommentoi",2015-05-22,03:33,68,87,10,0,75,0,10,-4,C minor,4,2025-01-15,3UVRi8xiuMb0MtFIbemaAn,"WM Finland",5A,FIWMA1500049
185,"Raising My Family - Single Mix","Sound of R.E.L.S.",34,95,"eurodance, finnish pop, iskelmä","Electronic, Pop, Traditional Music","Sound Of R.E.L.S.",1995-00-00,03:31,75,92,1,0,74,0,0,-3,G,4,2025-01-15,0qJz0sg1A4FQZhpurg1KXx,"WM Finland",9B,FIFMF9500489
186,"Kun Tänään Lähden","Suurlähettiläät",40,106,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Parhaat Palat Vuosilta 1991-2004",2004-01-01,03:47,65,87,9,0,88,0,10,-7,D,4,2025-01-15,4XUzwcCy9EDlESJikjalip,"CAPITOL",10B,FIART9302101
187,"I'm Yours","Jason Mraz",81,151,"soft pop, acoustic pop","Folk, Pop","We Sing. We Dance. We Steal Things. (Bonus Tracks Version)",2008-05-01,04:02,70,44,56,0,71,0,10,-9,B,4,2025-01-15,3S0OXQeoh0w6AY8WQVckRW,"Atlantic Records/ATG",1B,USEE10800667
188,"Lauren Caught My Eye","The Crash, Stockholm by Adam Kviman AKM Studios",37,127,"finnish rock, finnish pop","Pop, Rock","Wildlife",2001-09-24,03:50,66,59,0,0,59,0,0,-9,D,4,2025-01-15,72uMyJYhDP5oecxWMQFA6W,"WEA",10B,FIWMA0100165
189,"Heart of Gold - 2009 Remaster","Neil Young",65,171,"classic rock, folk rock, singer-songwriter, roots rock","Rock, Folk","Harvest (2009 Remaster)",1972-02-14,03:07,54,46,19,3,80,0,10,-10,E minor,4,2025-01-15,1Q1b8eVkUPGlpSArl8JAVw,"Reprise",9A,USRE10900201
190,"Wild Thing","The Troggs",61,204,"proto-punk","Rock","From Nowhere",1966-07-25,02:35,45,66,74,3,76,0,10,-13,A,4,2025-01-15,7jGzYUZ2Bgg8BDfYlQRfn8,"UMC (Universal Music Catalogue)",11B,GBF086600001
191,"Maria Maria (feat. The Product G&B)","Santana, The Product G&B",71,98,"","","Supernatural (Legacy Edition)",1999-00-00,04:21,78,60,4,0,68,10,0,-6,D,4,2025-01-15,567UAkWoLBqZ709s3Qcbze,"Columbia/Legacy",10B,USAR19900035
192,"Jos sulla on toinen","Taikapeili",39,184,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suuri salaisuus",1994-00-00,04:42,58,73,3,0,70,0,0,-12,A minor,4,2025-01-15,6RtIqMz4CJI0OWT7CAH450,"WEA",8A,FIWMA9400002
193,"Salil eka salil vika","Musta Barbaari",42,100,"finnish hip hop, finnish pop","Hip Hop, Pop","Salil eka salil vika",2013-08-23,03:00,79,91,4,0,77,10,30,-4,B minor,4,2025-01-15,6cOvfwHOhofoLsy99uVOon,"WM Finland",10A,FIMRR1300194
194,"Kohta sataa","Pete Parkkonen",30,114,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","TOP 10",2018-08-17,03:43,65,69,7,0,20,10,30,-7,B minor,4,2025-01-15,1iEStRoSlkqAhjo2yQmrch,"WM Finland",10A,FIWMA1600352
195,"Perutaan häät","Anne Mattila",36,166,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Perutaan häät",2005-00-00,03:40,57,82,66,0,67,0,0,-5,A,4,2025-01-15,5Z70JheoCtnrpocrVnJmot,"Bluebird (Finland)",11B,FIBAR0500076
196,"Ghost","Ella Henderson",63,105,"","","Chapter One (Deluxe Version)",2014-10-13,03:33,68,84,5,0,47,0,10,-4,A,4,2025-01-15,4XPWKmy05Rcff6TLHNoNF8,"Syco Music",11B,GBHMU1400029
197,"La Camisa Negra","Juanes",74,97,"latin pop, colombian pop, rock en español","Latin, Pop, Rock","Mi Sangre",2004-01-01,03:36,75,73,8,0,97,0,0,-4,F#/G♭ minor,4,2025-01-15,2EM9zpAc7PVeoAydmbfVIL,"National Own (UC)",11A,USUL10400965
198,"King","Olly Alexander (Years & Years)",73,120,"","","Communion (Deluxe)",2015-07-10,03:35,56,86,6,0,43,0,30,-4,E minor,4,2025-01-15,3AeicLnm55RqcXGBKYQolM,"Polydor Records",9A,GBUM71406892
199,"Olen suomalainen","Kari Tapio",39,122,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kaikkien aikojen parhaat - 40 klassikkoa",2002-00-00,03:56,70,61,47,0,74,0,0,-10,B,4,2025-01-15,79wuLIrvyiU6CgtjSHyvDw,"WM Finland",1B,FIKFK0200043
200,"Breaking Up Is Hard to Do","Neil Sedaka",46,117,"doo-wop, adult standards","Easy Listening, Pop, R&B","Collections",2003-03-29,02:16,74,67,79,0,96,0,0,-8,G#/A♭ minor,4,2025-01-15,7utoClKnLShFg6u6dZ20gp,"Sony BMG Music Entertainment",1A,USRC19901068
201,"Butterfly","Crazy Town",78,104,"rap rock, nu metal","Metal, Rock, Hip Hop","The Gift Of Game",2000-12-15,03:36,74,81,0,0,61,0,10,-4,A minor,4,2025-01-15,4BggEwLhGfrbrl7JBhC8EC,"Columbia",8A,USSM19911429
202,"Lähtisitkö","Pave Maijanen",42,91,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Maijanen",1998-01-01,04:34,64,68,1,0,91,0,0,-6,F,4,2025-01-15,6RNwbzHDMOcaWHyv8285L5,"Parlophone",7B,FIEFP8400004
203,"Be Alright","Dean Lewis",78,126,"","","A Place We Knew",2019-03-22,03:16,55,54,71,0,49,0,0,-8,B,4,2025-01-15,5qrSlOut2rNAWv3ubArkNy,"Universal Music Australia Pty. Ltd.",1B,AUUM71800255
204,"Here Comes the Hotstepper - Heartical Mix","iNi Kamoze, Salaam Remi",70,100,"reggae, roots reggae","Reggae","Here Comes The Hotstepper",1994-00-00,04:10,89,45,1,0,44,20,20,-9,E minor,4,2025-01-15,3QRM0qZB7oMYavveH0iEqx,"Columbia",9A,USSM19402084
205,"Vuonna '85","Eppu Normaali",44,144,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kahdeksas Ihme",1985-00-00,04:50,71,69,2,0,91,0,20,-9,F#/G♭ minor,4,2025-01-15,1vTvSRxlE3YBB7fnlwoi1n,"POKO",11A,FIUNP8500403
206,"rockstar (feat. 21 Savage)","Post Malone, 21 Savage",81,160,"","","beerbongs & bentleys",2018-04-27,03:38,59,52,12,0,13,0,10,-6,F minor,4,2025-01-15,0e7ipj03S05BNilyu5bRzt,"Republic Records",4A,USUM71710087
207,"Baby Love","The Supremes",66,136,"motown, northern soul, classic soul, soul","R&B, Pop, Blues","Where Did Our Love Go",1964-08-31,02:38,60,64,76,0,73,0,50,-9,F,4,2025-01-15,5uES1C2NgkdrNHiCwf9jRr,"Motown",7B,USMO16400287
208,"Kaunis peto","XL5",22,108,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suomi Huiput",2003-10-13,03:36,66,94,1,0,87,0,10,-8,C minor,4,2025-01-15,2ZCvWiGy26xn0wQUSyWJHY,"RCA Records Label",5A,FIZMC9600001
209,"Wherever You Will Go","The Calling",79,112,"pop rock","Pop, Rock","Camino Palmero",2001-00-00,03:28,56,72,4,0,37,0,10,-5,D,4,2025-01-15,5QpaGzWp0hwB5faV8dkbAz,"RCA Records Label",10B,USRC10001047
210,"What a Difference a Day Makes","Dinah Washington",0,165,"vocal jazz, jazz, jazz blues","Jazz, Blues","Dinah Washington - The Great American Songbook",2011-08-09,02:32,28,37,86,0,24,0,20,-8,C,3,2025-01-15,4GUvOaJiYlvFTKXDEg3QR6,"Warner Music Group - X5 Music Group",8B,SEWDL0324209
211,"Naispaholainen","Aki Sirkesalo",31,173,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Mielenrauhaa",1995-12-17,03:50,51,88,1,0,92,0,10,-10,A#/B♭ minor,4,2025-01-15,6NnlKsBKcZjwRkG85lZALl,"Epic",3A,FISME9400004
212,"I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster","Diddy, 112, Faith Evans",68,110,"hip hop, east coast hip hop, r&b","Hip Hop, R&B","No Way Out (2014 Remaster)",1997-00-00,05:06,83,62,11,0,90,0,10,-6,G,4,2025-01-15,1yy2DlSDtEt90d54rPDPXz,"Rhino Atlantic",9B,USBB41400049
213,"Satumaa-tango","Maija Vilkkumaa",38,115,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Pitkä ihana leikki",1999-09-06,04:45,50,88,1,3,66,0,40,-4,E minor,4,2025-01-15,6i8UamN9DedlVgcFjAios3,"WM Finland",9A,FIWMA9900049
214,"Pumped Up Kicks","Foster The People",85,128,"","","Torches",2011-05-23,03:59,73,71,14,12,97,0,10,-6,F minor,4,2025-01-15,7w87IxuO7BDcJ3YUqCyMTT,"Columbia",4A,USSM11002931
215,"Push The Button","Sugababes",65,126,"","","Taller In More Ways",2005-00-00,03:38,96,66,5,0,81,0,0,-5,G#/A♭,4,2025-01-15,3EDS89HeAhHiZKlljciK0a,"Universal-Island Records Ltd.",4B,GBAAN0500329
216,"Insane in the Brain","Cypress Hill",72,102,"west coast hip hop, old school hip hop, rap rock, hip hop","Hip Hop, Rock","Black Sunday",1993-07-20,03:28,90,61,3,19,77,20,0,-10,B,4,2025-01-15,1oTHteQbmJw15rPxPVXUTv,"Columbia",1B,USSM19303133
217,"Laid","James",69,116,"britpop, madchester","Pop, Rock","Laid",1993-00-00,02:36,46,91,0,0,76,0,10,-9,C,4,2025-01-15,2CdS3DRqWR5LAhy4hM5X9W,"EMI",8B,GBF089390076
218,"Shackles (Praise You)","Mary Mary",62,100,"gospel, gospel r&b","Christian, R&B","Go Get It",2000-00-00,03:18,78,83,3,0,80,10,0,-3,G,4,2025-01-15,7JKEA8xYDoFp4q0QBW2PGg,"Columbia",9B,USSM19922334
219,"Pure Shores","All Saints",65,101,"","","Saints & Sinners",2000-08-16,04:28,63,66,5,0,41,0,0,-9,F#/G♭,4,2025-01-15,6ZLGthToczpvnL5Eoy6yrY,"Rhino",2B,GBAAP0000001
220,"Eye of the Tiger","Survivor",64,109,"","","Eye Of The Tiger",1982-00-00,04:03,82,44,22,0,55,0,0,-15,C minor,4,2025-01-15,28P5HAF0Kll9Xd9dX4qw7A,"Volcano",5A,USVR19300001
221,"Rhythm Is A Dancer - 7  Edit","SNAP!",6,124,"eurodance","Electronic, Pop","The Madman's Return",1992-01-01,03:45,79,75,27,0,71,0,10,-11,A minor,4,2025-01-15,4RADreHMvMkZwsPgPr9z5c,"BMG Rights Management GmbH",8A,DET189200900
222,"Ho Hey","The Lumineers",6,80,"folk pop, indie folk","Folk, Pop, Rock","The Lumineers (Deluxe Edition)",2012-00-00,02:43,68,47,77,0,42,0,0,-9,C,4,2025-01-15,1K3LRUEcUz5FMtPYyg0F45,"Decca (UMO)",8B,USDMG1260805
223,"Bang Bang (My Baby Shot Me Down)","Nancy Sinatra",2,96,"","","How Does That Grab You?",1966-01-01,02:42,43,17,98,10,37,0,10,-19,F minor,4,2025-01-15,4JLcAU2xY90qTkTSNM1lUa,"Boots Enterprises, Inc.",4A,USASE0500026
224,"Romeo & Julia","Movetron",24,136,"finnish pop, iskelmä, eurodance, finnish rock, europop","Electronic, Pop, Rock, Traditional Music","Irtokarkkeja - makeimmat hitit",2008-01-01,03:56,62,89,2,0,65,0,60,-7,C,4,2025-01-15,23x1dyTeZHv6CySnZfuKhN,"Universal Music Oy",8B,FIUM70800086
225,"Kaikki Nuoret Tyypit","Tehosekoitin",35,142,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Rock'n Roll Monster Movie Show",2000-12-10,04:41,29,88,0,0,31,0,10,-3,D,4,2025-01-15,0tAu34dx75N046a5NwxjGw,"Levy-Yhtiö",10B,FIATN0000015
226,"Mä haluun viihdyttää","Kikka",36,120,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Mä haluun viihdyttää",1989-00-00,04:14,73,94,30,0,88,0,20,-4,D,4,2025-01-15,2ScxxKjxD5cc97qODV3Cte,"WM Finland",10B,FIARA8900210
227,"Ain't No Mountain High Enough","Marvin Gaye, Tammi Terrell",82,130,"motown, classic soul, soul, northern soul, quiet storm","R&B, Pop, Blues","United",1967-08-29,02:31,66,60,43,0,80,0,10,-11,G,4,2025-01-15,7tqhbajSfrz2F7E1Z75ASX,"UNI/MOTOWN",9B,USMO16700534
228,"Mercedes Benz","Janis Joplin",55,87,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,01:47,70,11,94,0,52,50,0,-15,C minor,4,2025-01-15,1MntHPLU1T7a9W4tojbg8g,"Columbia/Legacy",5A,USSM10408486
229,"Beibi","Haloo Helsinki!",48,173,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kiitos ei ole kirosana",2015-02-27,04:10,47,84,1,0,45,0,10,-6,F#/G♭ minor,4,2025-01-15,4zD8z85QgLsmM7vbnkTMCb,"Ratas Music",11A,FIRMX1400025
230,"Fly Me To The Moon (In Other Words)","Frank Sinatra, Count Basie",73,119,"christmas, big band, adult standards, swing music, jazz, vocal jazz","Easy Listening, Jazz, Pop","Sinatra/Basie: The Complete Reprise Studio Recordings",1962-12-10,02:27,67,26,45,0,37,0,0,-14,G,4,2025-01-15,5b7OgznPJJr1vHNYGyvxau,"FRANK SINATRA DIGITAL REPRISE",9B,USRH10800836
231,"Odota","Aikakone",43,140,"finnish pop, iskelmä, finnish rock, eurodance","Electronic, Pop, Rock, Traditional Music","Tähtikaaren taa",1995-09-04,04:29,65,80,9,0,51,0,10,-8,C,4,2025-01-15,04kS72GtNZIuA4xGsbFYRU,"RCA Records Label",8B,FIBAR9500028
232,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes, Adam Levine",83,90,"","","The Papercut Chronicles II",2011-11-11,03:30,65,80,3,0,80,10,20,-3,A,4,2025-01-15,0qOnSQQF0yzuPWsXrQ9paz,"Decaydance/Fueled By Ramen",11B,USAT21101071
233,"With Or Without You","U2",81,110,"rock","Rock","The Joshua Tree (Super Deluxe)",1987-03-03,04:55,54,43,0,36,11,0,10,-12,D,4,2025-01-15,6ADSaE87h8Y3lccZlBJdXH,"UMC (Universal Music Catalogue)",10B,GBUM70709792
234,"Etsit Muijaa Seuraavaa","Gimmel",30,125,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Lentoon",2002-11-25,03:33,60,77,1,0,63,0,20,-5,A,4,2025-01-15,5ZnxGXgVnjsjduuqvGaPA0,"RCA Records Label",11B,FIBAR0200330
235,"Livin' On A Prayer","Bon Jovi",80,123,"glam metal, rock","Metal, Rock","Slippery When Wet",1986-08-16,04:09,53,89,8,0,79,0,20,-4,C,4,2025-01-15,37ZJ0p5Jm13JPevGcx4SkF,"Island Records",8B,USPR38619998
236,"Poika saunoo","Poju",42,120,"finnish pop, iskelmä, finnish hip hop, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Panokset kovenee",2011-00-00,02:52,66,99,12,0,96,0,0,-4,F#/G♭ minor,4,2025-01-15,203wlY7jCBMZq5h4DOIDRL,"WM Finland",11A,FIARA1100035
237,"She's Like the Wind (feat. Wendy Fraser)","Patrick Swayze, Wendy Fraser",57,125,"yacht rock","Pop, Rock","Dirty Dancing: Anniversary Edition",2012-09-21,03:50,60,46,31,0,21,0,10,-10,E minor,4,2025-01-15,36EWx5B78n8sSfpmtKrUUV,"RCA/Legacy",9A,USRC10301378
238,"I Was Made For Lovin' You","KISS",84,128,"glam rock, glam metal, hard rock, rock, classic rock","Rock, Metal","Dynasty",1979-03-23,04:31,77,85,21,0,87,0,0,-6,E,4,2025-01-15,07q0QVgO56EorrSGHC48y3,"Casablanca Records",12B,USPR39330175
239,"Get Ur Freak On","Missy Elliott",70,178,"hip hop","Hip Hop","Miss E... So Addictive",2001-05-14,03:31,80,75,53,11,74,20,10,-9,C,4,2025-01-15,6zsk6uF3MxfIeHPlubKBvR,"Atlantic Records/ATG",8B,USEW20100036
240,"In the Midnight Hour","Wilson Pickett",59,112,"motown, classic soul, soul, northern soul","R&B, Pop, Blues","In the Midnight Hour",1965-00-00,02:37,75,44,12,0,85,0,10,-9,E,4,2025-01-15,4NRQwaks9r58tTDvr4iEyv,"Rhino Atlantic",12B,USAT29902205
241,"Fire Water Burn","Bloodhound Gang",59,97,"","","One Fierce Beer Coaster",1996-01-01,04:51,69,56,7,60,61,0,10,-10,G,4,2025-01-15,7FkyQsWH9mmxoYLCNj4f8y,"Geffen",9B,USGF19612403
242,"We No Speak Americano (JT Radio Edit)","Yolanda Be Cool, DCup",0,125,"","","We No Speak Americano (Complete Remixes)",2010-07-17,02:37,90,81,7,8,74,0,0,-5,F#/G♭,4,2025-01-15,392zwJVuiuhDZC3ShNmLkD,"Sweat It Out",2B,AUCN30901654
243,"Poison","Alice Cooper",73,119,"glam rock, hard rock, glam metal, proto-punk, classic rock","Rock, Metal","Trash",1989-07-25,04:30,28,91,3,0,26,10,10,-6,D minor,4,2025-01-15,5XcZRgJv3zMhTqCyESjQrF,"Epic",7A,USSM18900004
244,"So Sick","Ne-Yo",80,93,"","","In My Own Words",2006-01-01,03:27,45,57,25,0,58,30,10,-8,F#/G♭,4,2025-01-15,6brl7bwOHmGFkNw3MBqssT,"Def Soul",2B,USUM70501633
245,"Banana Boat (Day-O)","Harry Belafonte",72,123,"calypso","Latin","Calypso",1956-00-00,03:03,80,11,89,0,42,10,10,-17,C♯/D♭,4,2025-01-15,4fHDlIntTsRGSyTg5UYZYC,"RCA Records Label",3B,USRC19205526
246,"Che Guevara","Happoradio",49,140,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kaunis Minä",2008-08-14,03:49,58,88,7,0,46,0,10,-4,A#/B♭ minor,4,2025-01-15,5gsQegOEB7admETkL6ckUL,"Epic",3A,FIBAR0800258
247,"Anti-Hero","Taylor Swift",79,97,"","","Midnights",2022-10-21,03:20,63,65,12,0,49,0,10,-7,E,4,2025-01-15,0V3wPSX9ygBnCm8psDIegu,"Taylor Swift",12B,USUG12205736
248,"(Love Is Like A) Heat Wave","Martha Reeves & The Vandellas",57,167,"motown, northern soul, classic soul, soul","R&B, Pop, Blues","Heat Wave",1963-00-00,02:43,51,62,51,1,76,0,30,-9,C minor,4,2025-01-15,3VgrSJEKBRT3xmwzpaxxEF,"UNI/MOTOWN",5A,USMO16300273
249,"Dragostea Din Tei","O-Zone",1,130,"europop, eurodance","Electronic, Pop","DiscO-Zone",2004-06-06,03:35,81,97,18,0,67,0,0,-4,C,4,2025-01-15,2c3sKqWYVJ0NsE3elgRhKH,"Cat Music",8B,ROMSA0600487
250,"Macarena","Los Del Rio",54,103,"","","A Mi Me Gusta",1993-12-13,04:11,92,68,43,0,97,0,0,-14,G#/A♭,4,2025-01-15,4Y6cDd4EPHcEbiUKdyvNwM,"RCA Records Label",4B,ES5109300001
251,"Rusketusraidat","PMMP",44,130,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kuulkaas Enot!",2003-09-05,03:07,71,86,6,0,90,0,0,-4,A minor,4,2025-01-15,1CWByPTazwEnqfeC9FfdxA,"RCA Records Label",8A,FIBAR0300115
252,"Kuuma kesä","Popeda",44,160,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Pohjantähden alla",1985-01-01,03:03,37,77,7,0,55,0,0,-8,C♯/D♭ minor,4,2025-01-15,3nqyrh7jYfc07FKMjUX1yf,"OY EMI Finland AB",12A,FIUNP8500309
253,"Taste","Sabrina Carpenter",86,113,"pop","Pop","Short n' Sweet",2024-08-23,02:37,67,91,10,0,72,0,30,-4,D#/E♭,4,2025-01-15,5G2f63n7IPVPPjfNIGih7Q,"Island Records",5B,USUM72404100
254,"As It Was","Harry Styles",88,174,"","","Harry's House",2022-05-20,02:47,52,73,34,0,66,0,30,-5,F#/G♭ minor,4,2025-01-15,4Dvkj6JhhA12EX05fT7y2e,"Columbia",11A,USSM12200612
255,"Express Yourself","Charles Wright & The Watts 103rd Street Rhythm Band",58,92,"funk","R&B","Express Yourself",1970-00-00,03:53,79,68,48,0,88,0,30,-9,G#/A♭,4,2025-01-15,4pW3aTX3kAmOaPJfc9UM12,"Rhino/Warner Records",4B,USWB17000001
256,"The Rockafeller Skank","Fatboy Slim",0,153,"big beat","Electronic","You've Come a Long Way Baby",1998-10-19,06:53,67,99,1,0,7,20,30,-7,G,4,2025-01-15,6uJrLZzBxS4JewGnihjNzM,"Skint Records",9B,GBBMQ9900048
257,"Leijonakuningas","Ellinoora",44,93,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Villi lapsi",2016-09-16,03:36,64,45,44,0,48,0,20,-6,E minor,4,2025-01-15,4MsOdD6nhPuvnK9MyVAniA,"WM Finland",9A,FIWMA1600017
258,"Aikuinen nainen - Maledetta Primavera","Paula Koivuniemi",26,132,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","20 Suosikkia / Aikuinen nainen",1995-11-17,04:05,50,44,50,0,41,0,20,-9,F#/G♭,3,2025-01-15,6yHhaEG5fJfv5xqYVcNScw,"WM Finland",2B,FIFMF8200015
259,"Fuck You","CeeLo Green",63,127,"","","The Lady Killer (Deluxe)",2010-11-09,03:43,69,88,19,0,75,0,10,-4,C,4,2025-01-15,3ydfhgIZIc2j39NLIhpJpq,"Radiculture/Elektra",8B,USAT21001785
260,"Knockin' On Heaven's Door","Bob Dylan",82,140,"folk rock, folk, singer-songwriter, roots rock, country rock","Country, Rock, Folk","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)",1973-07-13,02:29,51,40,25,18,23,0,10,-13,G,4,2025-01-15,6HSXNV0b4M4cLJ7ljgVVeh,"Columbia/Legacy",9B,USSM11304547
261,"Great Balls of Fire","Jerry Lee Lewis",0,80,"rockabilly, rock and roll, boogie-woogie","Blues, Jazz, Rock","The Essential Jerry Lee Lewis [The Sun Sessions]",2013-05-10,01:51,59,63,55,0,91,0,40,-10,A#/B♭,4,2025-01-15,7xe3EQCvXnx6Q0zs41Y65n,"RCA/Legacy",6B,USSE60370213
262,"Everybody Get Up - Radio Edit","Five",56,96,"","","Let's Dance",2001-01-16,03:03,72,87,0,0,68,0,10,-6,C,4,2025-01-15,0WGn8xhpPumX73lECUY5Yo,"RCA Camden",8B,GBARL9800114
